,股票代號,公司名稱,上市日期,股價,SMA 10,SMA 50,SMA 100,SMA 250,RSI 10,RSI 14,RSI 20,MACD 8/17,MACD 12/25,成交量
0,00001.HK,長和,2015/03/18,51.8,52.71,54.273,59.062,67.13,47.373,46.858,46.041,-0.11,-0.448,9.84百萬
0,00002.HK,中電控股,-,76.9,77.785,79.267,79.1,81.299,41.486,43.222,44.981,-0.388,-0.464,3.63百萬
0,00003.HK,香港中華煤,-,12.32,12.592,12.742,13.216,14.246,42.365,43.903,44.804,-0.052,-0.065,2.11千萬
0,00004.HK,九龍倉集團,-,15.8,15.388,14.333,15.924,17.574,64.078,62.238,59.12,0.423,0.418,5.34百萬
0,00005.HK,匯豐控股,-,37.4,38.765,38.75,45.669,54.499,44.631,44.903,44.016,-0.202,-0.304,2.74千萬
0,00006.HK,電能實業,-,43.8,44.33,48.005,50.864,53.574,38.955,38.42,38.666,-0.624,-1.071,3.67百萬
0,00007.HK,香港金融集,2000/09/08,0.7,0.723,0.751,0.775,0.827,39.329,41.661,43.282,-0.01,-0.01,81.80萬
0,00008.HK,電訊盈科,1994/10/18,4.48,4.464,4.518,4.543,4.537,54.197,52.254,50.782,0.009,-0.006,1.29千萬
0,00009.HK,金奧國際,2001/09/12,0.083,0.083,0.099,0.121,0.146,41.847,41.714,42.095,-0.002,-0.004,0.00
0,00010.HK,恆隆集團,1972/10/12,16.76,16.326,16.095,16.997,18.229,62.022,58.797,55.62,0.221,0.148,1.60百萬
0,00011.HK,恆生銀行,1972/06/20,130.9,132.0,132.174,141.698,160.006,51.298,50.527,49.23,0.777,0.198,2.69百萬
0,00012.HK,恆基地產,1981/07/23,29.8,30.34,30.38,32.49,36.358,49.305,49.012,48.107,0.049,-0.025,5.29百萬
0,00014.HK,希慎興業,1981/09/18,24.55,24.79,24.41,25.904,30.215,54.862,53.579,51.72,0.342,0.227,1.36百萬
0,00015.HK,盈信控股,2000/09/08,0.41,0.404,0.419,0.485,0.624,53.689,50.776,48.233,0.002,-0.003,46.00萬
0,00016.HK,新鴻基地產,1972/09/08,98.75,99.37,100.69,104.508,112.984,51.533,50.592,49.275,0.695,0.157,5.17百萬
0,00017.HK,新世界發展,1972/11/23,9.18,9.005,8.8,9.177,10.162,60.619,58.329,55.734,0.172,0.126,1.66千萬
0,00018.HK,東方報業集,1987/08/18,455.0,0.445,0.456,0.486,0.587,50.004,49.116,48.524,-0.002,-0.004,10.00萬
0,00019.HK,太古股份公,-,44.1,44.89,47.587,56.686,70.109,44.646,43.931,42.748,-0.301,-0.86,5.30百萬
0,00020.HK,會德豐,-,61.95,59.435,55.503,53.966,51.288,67.167,64.828,62.232,1.586,1.564,2.62百萬
0,00021.HK,大中華地產,-,94.0,0.096,0.114,0.127,0.146,38.96,38.835,39.436,-0.004,-0.006,25.00萬
0,00022.HK,茂盛控股,1972/12/14,0.12,0.115,0.144,0.175,0.217,52.175,47.454,43.546,-0.004,-0.008,20.00萬
0,00023.HK,東亞銀行,-,17.6,18.194,16.444,16.813,18.478,54.067,55.356,55.095,0.567,0.607,2.03百萬
0,00024.HK,寶威控股,1983/09/15,71.0,0.078,0.099,0.119,0.154,16.906,20.332,23.323,-0.006,-0.008,0.00
0,00025.HK,其士國際,1984/12/05,9.9,9.754,10.05,10.692,11.172,52.423,51.1,49.085,0.074,0.003,1.40萬
0,00026.HK,中華汽車,-,93.4,94.065,98.268,98.089,90.316,39.657,40.311,41.718,-0.638,-1.06,2.80千
0,00027.HK,銀河娛樂,1991/10/07,53.4,54.795,51.121,50.707,51.678,48.395,50.611,52.048,0.147,0.694,8.19百萬
0,00028.HK,天安,1987/03/18,3.4,3.454,3.21,3.203,3.514,52.572,55.252,56.352,0.035,0.062,33.20萬
0,00029.HK,達力集團,-,12.2,12.154,11.518,11.144,10.476,55.261,55.833,56.231,0.087,0.149,7.03萬
0,00030.HK,萬隆控股集,1991/10/09,255.0,0.254,0.248,0.276,0.284,54.638,53.9,51.849,0.003,0.003,68.80萬
0,00031.HK,航天控股,1981/08/25,0.485,0.458,0.408,0.414,0.438,74.374,71.863,68.292,0.019,0.019,4.13百萬
0,00032.HK,港通控股,1974/07/30,11.0,10.998,11.296,11.605,11.523,43.199,43.925,44.74,-0.106,-0.138,13.12萬
0,00033.HK,雲銅股份,2007/11/19,0.178,0.178,0.148,0.128,0.187,50.945,52.916,54.687,0.003,0.007,54.60萬
0,00034.HK,九龍建業,1995/07/04,8.61,8.962,8.865,8.999,9.424,34.831,38.77,41.968,-0.029,-0.004,12.80萬
0,00035.HK,遠東發展,1972/09/21,2.41,2.469,2.593,2.9,3.282,42.872,42.586,42.08,-0.024,-0.046,43.98萬
0,00036.HK,遠東控股國,1973/02/12,110.0,0.112,0.141,0.176,0.279,40.248,39.263,38.066,-0.008,-0.005,9.00千
0,00037.HK,遠東酒店實,1979/07/03,0.118,0.121,0.146,0.177,0.234,42.407,40.633,38.926,-0.003,-0.006,15.20萬
0,00038.HK,第一拖拉機,1997/06/23,1.91,2.011,1.875,1.696,1.709,35.511,42.208,47.214,-0.049,-0.007,2.58百萬
0,00039.HK,中國北大荒,2001/01/16,0.047,0.047,0.054,0.064,0.101,42.364,40.432,39.198,-0.001,-0.002,3.02百萬
0,00040.HK,金山工業,1984/07/02,630.0,0.633,0.69,0.752,0.777,46.111,45.459,44.974,-0.012,-0.019,0.00
0,00041.HK,鷹君,-,19.14,19.176,20.174,20.973,24.905,45.056,43.847,43.489,-0.105,-0.272,16.02萬
0,00042.HK,東北電氣,1995/07/06,430.0,0.444,0.417,0.455,0.582,46.668,48.766,49.469,0.005,0.001,1.20萬
0,00043.HK,卜蜂國際,1988/04/28,0.69,0.681,0.632,0.627,0.633,62.862,63.662,63.126,0.012,0.015,2.08百萬
0,00045.HK,大酒店,-,7.18,7.286,6.998,7.318,8.29,51.576,52.051,51.653,0.067,0.084,29.90萬
0,00046.HK,科聯系統,1998/05/18,150.0,2.223,2.347,2.647,3.143,33.893,36.088,37.938,-0.061,-0.065,0.00
0,00047.HK,合興集團,1988/11/16,69.0,0.072,0.072,0.084,0.11,42.164,43.306,43.45,-0.001,-0.001,50.80萬
0,00048.HK,中國汽車內,2010/09/29,58.0,0.065,0.075,0.128,0.208,37.555,39.215,39.988,-0.004,-0.005,31.00萬
0,00050.HK,香港小輪（,-,5.92,6.014,6.219,6.441,7.139,37.922,39.561,41.244,-0.075,-0.093,5.00千
0,00051.HK,海港企業,-,8.4,8.097,8.562,10.059,12.494,58.724,53.228,48.325,0.042,-0.064,0.00
0,00052.HK,大快活集團,1991/10/09,16.7,16.996,17.375,17.736,20.763,45.384,45.904,46.344,-0.039,-0.112,23.80萬
0,00053.HK,國浩集團,1983/05/03,115.1,111.05,107.312,116.308,120.408,74.333,68.993,62.644,2.371,1.883,9.00千
0,00055.HK,中星集團控,1992/09/10,0.221,0.207,0.197,0.207,0.267,69.999,65.763,61.426,0.004,0.004,28.60萬
0,00056.HK,聯合地產（,-,890.0,1.887,1.769,1.619,1.634,66.895,68.199,68.104,0.009,0.024,20.00萬
0,00057.HK,震雄集團,1991/10/22,1.83,1.77,1.795,1.968,2.387,59.836,55.46,51.884,0.008,-0.007,7.60萬
0,00058.HK,新威國際,1999/09/03,83.0,0.089,0.092,0.094,0.13,30.03,33.357,37.8,-0.003,-0.003,0.00
0,00059.HK,天譽置業,-,-,-,-,-,-,-,-,-,-,-,4.02百萬
0,00060.HK,香港食品投,1992/12/16,600.0,0.656,0.755,0.773,0.895,37.417,38.843,40.401,-0.035,-0.038,0.00
0,00061.HK,綠領控股,1999/07/06,0.011,0.011,0.017,0.022,0.025,40.105,37.517,35.686,-0.001,-0.001,4.71百萬
0,00062.HK,載通,-,15.34,15.292,16.444,17.54,19.529,44.706,42.392,40.853,-0.169,-0.336,4.04萬
0,00063.HK,中國烯谷集,1986/02/26,144.0,0.152,0.178,0.186,0.211,24.678,28.93,33.536,-0.008,-0.009,34.30萬
0,00064.HK,結好控股,-,-,-,-,-,-,-,-,-,-,-,5.28百萬
0,00065.HK,弘海高新資,2001/08/30,0.15,0.161,0.212,0.23,0.326,19.512,22.247,26.564,-0.011,-0.015,9.97千
0,00066.HK,港鐵公司,2000/10/05,40.05,40.645,41.109,42.012,45.124,48.237,48.17,47.882,0.084,-0.078,5.12百萬
0,00067.HK,旭光高新材,2009/06/16,0.12,51.272,55.71,60.043,61.729,7.784,10.888,14.561,-4.117,-3.157,0.00
0,00068.HK,利興發展,1972/11/09,500.0,1.658,4.231,5.125,6.484,10.819,11.836,13.678,-0.548,-0.801,0.00
0,00069.HK,香格里拉（,1993/06/17,6.71,6.826,6.356,6.624,7.765,49.548,51.011,51.762,-0.006,0.067,2.92百萬
0,00070.HK,金粵控股,-,0.092,0.096,0.1,0.121,0.15,40.143,41.354,41.718,-0.001,-0.002,1.05萬
0,00071.HK,美麗華酒店,-,13.1,13.808,13.924,13.941,14.895,22.368,28.312,34.521,-0.129,-0.096,15.16萬
0,00072.HK,現代傳播,2009/09/09,0.203,0.193,0.218,0.267,0.437,51.631,49.069,46.821,-0.001,-0.005,4.00千
0,00073.HK,亞洲果業,2009/11/26,600.0,0.619,0.645,0.64,0.711,39.281,41.514,43.299,-0.007,-0.008,0.00
0,00075.HK,渝太地產,1984/11/12,2.25,2.187,2.119,2.161,2.244,66.361,65.31,63.224,0.031,0.029,5.12萬
0,00076.HK,誼礫控股,-,-,-,-,-,-,-,-,-,-,-,82.00萬
0,00077.HK,進智公共交,-,-,-,-,-,-,-,-,-,-,-,6.00萬
0,00078.HK,富豪國際,-,2.99,3.047,3.144,3.392,4.008,38.55,40.778,41.97,-0.039,-0.039,24.38萬
0,00079.HK,世紀建業,1993/07/08,170.0,0.188,0.243,0.314,0.524,30.773,33.14,34.754,-0.017,-0.02,0.00
0,00080.HK,中國新經濟,2011/01/06,0.167,0.166,0.213,0.348,0.384,44.019,39.586,38.455,-0.003,-0.012,58.50萬
0,00081.HK,中國海外宏,1984/04/26,4.67,4.582,4.523,4.819,4.437,60.455,57.357,54.264,0.063,0.041,3.83百萬
0,00082.HK,第一視頻,1991/10/25,0.232,0.219,0.154,0.165,0.182,61.399,61.975,61.767,0.024,0.026,6.52百萬
0,00083.HK,信和置業,1981/04/08,9.63,9.767,10.064,10.128,11.249,47.073,46.819,46.845,-0.032,-0.083,5.92百萬
0,00084.HK,寶光實業,-,-,-,-,-,-,-,-,-,-,-,24.99萬
0,00085.HK,中電華大科,1997/07/25,0.72,0.702,0.63,0.647,0.657,60.188,59.144,58.045,0.01,0.017,1.27百萬
0,00086.HK,新鴻基公司,-,-,-,-,-,-,-,-,-,-,-,47.60萬
0,00087.HK,太古股份公,1973/05/01,7.73,7.855,8.056,9.255,11.146,46.188,45.755,44.482,0.004,-0.06,1.53百萬
0,00088.HK,大昌集團,1972/12/11,5.0,5.068,5.138,5.514,6.282,46.481,46.168,45.331,-0.016,-0.029,14.90萬
0,00089.HK,大生地產,1973/02/21,200.0,4.174,4.44,4.509,4.901,44.508,44.184,44.363,-0.045,-0.071,6.90萬
0,00090.HK,普星潔能,2009/07/10,0.68,0.664,0.632,0.644,0.7,57.16,55.589,54.309,0.001,0.004,12.80萬
0,00091.HK,金禧國際控,1981/06/29,290.0,0.294,0.294,0.259,0.221,44.175,46.83,49.367,-0.003,-0.001,3.26百萬
0,00092.HK,冠軍科技集,-,-,-,-,-,-,-,-,-,-,-,42.62萬
0,00093.HK,添利工業,1991/10/23,285.0,0.282,0.303,0.324,0.374,50.527,49.304,48.505,-0.001,-0.005,0.00
0,00094.HK,綠心集團,1988/06/21,0.186,0.192,0.199,0.217,0.344,42.8,43.894,44.698,-0.002,-0.002,11.92萬
0,00095.HK,綠景中國地,2005/12/02,2.33,2.435,2.286,2.35,2.574,44.916,47.928,49.433,0.004,0.026,5.80百萬
0,00096.HK,YUSEI,2005/10/13,10.0,0.853,1.017,1.352,1.393,60.368,55.344,51.236,0.024,-0.02,0.00
0,00097.HK,恆基發展,1972/11/06,0.395,0.401,0.427,0.505,0.59,39.299,38.099,36.698,-0.007,-0.011,31.00萬
0,00098.HK,興發鋁業,2008/03/31,7.05,7.288,6.78,7.202,7.216,42.641,46.234,48.481,-0.06,0.048,2.00千
0,00099.HK,王氏國際,1983/12/15,2.58,2.18,2.544,2.898,2.967,63.514,57.713,53.21,-0.013,-0.081,1.10萬
0,00100.HK,白馬戶外媒,2001/12/19,7.24,7.167,7.025,6.115,5.321,54.009,55.474,57.545,0.036,0.073,1.20萬
0,00101.HK,恆隆地產,-,17.8,17.302,16.582,16.678,17.312,65.091,62.554,59.802,0.235,0.262,1.02千萬
0,00102.HK,凱升控股,1994/01/10,580.0,0.583,0.591,0.712,0.996,42.81,44.274,44.573,-0.006,-0.008,1.90百萬
0,00103.HK,首長寶佳,1992/04/09,0.201,0.2,0.206,0.211,0.188,45.163,44.678,45.018,-0.001,-0.002,13.80萬
0,00104.HK,ASIA ,1987/07/29,350.0,0.349,0.41,0.473,0.504,43.324,42.285,41.747,-0.01,-0.018,210.00
0,00105.HK,凱聯國際酒,1985/10/24,15.5,16.11,19.636,21.424,22.741,18.565,19.154,21.069,-0.766,-1.084,3.00萬
0,00106.HK,朗詩地產,1986/03/24,0.76,0.764,0.762,0.76,0.833,44.801,46.385,48.049,-0.006,-0.004,4.00萬
0,00107.HK,四川成渝高,1997/10/07,1.78,1.874,1.899,1.989,2.197,31.79,35.038,37.871,-0.031,-0.026,3.17百萬
0,00108.HK,國銳地產,1973/02/09,1.55,1.565,1.628,1.637,1.403,43.197,42.863,44.193,-0.029,-0.029,3.78百萬
0,00109.HK,天成國際,1998/01/12,68.0,0.066,0.075,0.084,0.118,48.158,46.48,45.632,-0.001,-0.003,5.57千
0,00110.HK,中國長遠,2004/01/26,48.0,0.052,0.064,0.077,0.127,40.04,39.926,39.8,-0.002,-0.003,0.00
0,00111.HK,信達國際控,2000/08/01,0.34,0.348,0.356,0.364,0.457,46.553,46.916,47.098,-0.001,-0.002,28.20萬
0,00112.HK,勒泰集團,1972/12/06,5.1,4.999,4.591,4.448,5.703,69.072,66.318,63.886,0.02,0.064,6.00千
0,00113.HK,迪生創建,1973/03/15,4.35,4.449,4.104,4.299,4.224,54.434,55.609,55.398,0.077,0.097,5.20萬
0,00114.HK,興利集團,-,570.0,0.562,0.659,0.644,0.833,45.568,45.182,45.507,-0.013,-0.023,0.00
0,00115.HK,鈞濠集團,-,-,-,-,-,-,-,-,-,-,-,0.00
0,00116.HK,周生生,1973/04/06,8.23,8.217,7.715,8.27,9.149,56.772,56.653,55.21,0.17,0.173,48.00萬
0,00117.HK,天利控股集,2007/12/21,0.5,0.546,0.447,0.517,0.618,52.175,53.416,52.902,0.036,0.037,10.40萬
0,00118.HK,大同機械,1988/12/12,0.33,0.308,0.28,0.291,0.381,61.595,60.435,58.368,0.013,0.014,21.10萬
0,00119.HK,保利置業集,1973/08/30,2.57,2.618,2.615,2.76,2.837,46.126,46.67,46.902,-0.017,-0.014,4.48百萬
0,00120.HK,COSMO,-,1.31,1.427,1.191,1.234,1.336,40.154,46.227,49.934,-0.007,0.039,59.60萬
0,00122.HK,鱷魚恤,-,355.0,0.362,0.374,0.429,0.549,41.331,42.806,43.329,-0.005,-0.006,20.10萬
0,00123.HK,越秀地產,1992/12/15,1.42,1.43,1.431,1.498,1.648,48.893,48.91,48.442,-0.001,-0.001,9.26百萬
0,00124.HK,粵海置地,1997/08/08,0.86,0.87,0.875,1.015,1.23,44.577,45.437,45.541,-0.006,-0.009,0.00
0,00125.HK,新興光學,1999/05/25,1.35,1.388,1.635,1.928,2.385,42.264,41.489,40.178,-0.007,-0.049,6.00萬
0,00126.HK,佳寧娜,1991/11/01,0.5,0.511,0.529,0.618,0.746,38.221,39.17,39.225,-0.006,-0.009,1.42百萬
0,00127.HK,華人置業,-,5.12,4.768,3.803,4.351,5.405,68.061,66.816,64.585,0.366,0.369,1.02百萬
0,00128.HK,安寧控股,-,0.69,0.63,0.565,0.581,0.664,78.14,73.129,67.97,0.032,0.029,4.53百萬
0,00129.HK,泛海集團,-,-,-,-,-,-,-,-,-,-,-,13.40萬
0,00130.HK,慕詩國際,2002/02/11,330.0,0.322,0.418,0.522,0.848,43.391,41.927,41.524,-0.012,-0.025,0.00
0,00131.HK,卓能（集團,-,2.88,2.817,2.536,2.958,3.7,65.291,63.173,59.612,0.11,0.102,1.50萬
0,00132.HK,中國興業控,-,-,-,-,-,-,-,-,-,-,-,10.80萬
0,00133.HK,招商局中國,1993/07/22,9.04,8.902,8.98,9.37,9.618,54.0,52.491,51.0,0.022,-0.005,19.20萬
0,00135.HK,昆侖能源,1973/03/13,5.24,4.906,4.77,5.08,6.17,68.506,64.183,59.809,0.063,0.056,4.25千萬
0,00136.HK,恆騰網絡,1997/09/25,0.15,0.156,0.116,0.105,0.122,49.532,52.951,55.42,0.001,0.008,1.53億
0,00137.HK,金輝集團,1991/12/06,480.0,0.488,0.665,0.76,0.876,34.159,34.822,36.237,-0.048,-0.06,0.00
0,00138.HK,中建富通,1991/11/11,0.295,0.284,0.29,0.331,0.497,52.347,50.713,49.503,-0.004,-0.005,11.28萬
0,00139.HK,中達集團控,-,-,-,-,-,-,-,-,-,-,-,1.29千萬
0,00141.HK,天禧海嘉控,1973/03/07,1.21,1.07,0.558,0.571,0.849,68.93,70.373,70.379,0.219,0.219,19.40萬
0,00142.HK,第一太平,1988/09/12,1.61,1.667,1.538,1.816,2.532,50.521,51.681,51.001,0.043,0.045,8.56百萬
0,00143.HK,國安國際,-,-,-,-,-,-,-,-,-,-,-,0.00
0,00144.HK,招商局港口,1992/07/15,9.95,10.013,9.557,10.401,11.751,53.136,53.045,52.064,0.061,0.091,7.70百萬
0,00145.HK,香港建屋貸,-,-,-,-,-,-,-,-,-,-,-,29.30萬
0,00146.HK,太平地氈,-,1.24,1.152,1.187,1.321,1.511,60.585,55.636,52.426,-0.003,-0.014,5.00千
0,00147.HK,國際商業結,1988/06/06,124.0,0.134,0.156,0.165,0.157,33.572,35.705,37.746,-0.006,-0.008,65.00萬
0,00148.HK,建滔集團,1993/10/08,20.8,20.096,18.379,18.94,19.548,70.122,67.656,63.947,0.473,0.575,1.47百萬
0,00149.HK,中國農產品,1973/03/12,0.057,0.058,0.063,0.069,0.063,35.619,37.51,39.932,-0.002,-0.002,24.00萬
0,00150.HK,HYPEB,2016/04/11,1.12,1.117,0.908,0.927,1.131,62.771,62.669,61.331,0.039,0.057,4.06百萬
0,00151.HK,中國旺旺,2008/03/26,6.02,5.784,5.588,5.821,6.169,63.83,61.091,58.015,0.065,0.071,2.90千萬
0,00152.HK,深圳國際,1972/09/25,12.96,13.082,13.319,13.644,14.189,41.363,42.666,44.347,-0.108,-0.12,1.33百萬
0,00153.HK,中國賽特,2013/11/01,0.103,0.107,0.11,0.116,0.161,42.694,43.482,44.406,-0.002,-0.002,19.40萬
0,00154.HK,北京控股環,-,0.48,0.456,0.44,0.535,0.643,62.393,59.058,54.968,0.012,0.008,1.12百萬
0,00155.HK,中國源暢,1988/09/05,180.0,0.207,0.175,0.186,0.258,36.475,42.82,46.563,-0.002,0.005,0.00
0,00156.HK,力寶華潤,-,-,-,-,-,-,-,-,-,-,-,18.20萬
0,00157.HK,自然美,2002/03/28,650.0,0.686,0.691,0.69,0.747,39.532,42.759,45.325,-0.017,-0.009,0.00
0,00158.HK,萬邦投資,1972/08/29,5.0,175.75,192.566,205.215,195.972,30.608,29.81,30.768,-3.396,-5.079,0.00
0,00159.HK,布萊克萬礦,1985/07/05,0.129,0.117,0.133,0.139,0.161,57.634,53.2,50.49,-0.002,-0.004,67.60萬
0,00160.HK,漢國置業,-,2.56,2.388,2.629,2.939,3.472,58.505,54.596,50.817,0.021,-0.03,1.00萬
0,00162.HK,世紀金花,2000/10/23,0.164,0.182,0.154,0.177,0.223,44.34,47.581,49.069,0.003,0.006,30.20萬
0,00163.HK,英皇國際,1972/11/14,1.27,1.301,1.338,1.394,1.653,45.523,45.967,45.806,0.006,-0.002,83.40萬
0,00164.HK,中國寶力科,1973/01/26,99.0,0.116,0.176,0.211,0.379,30.409,29.191,28.996,-0.019,-0.023,0.00
0,00165.HK,中國光大控,1973/02/26,11.2,11.226,11.305,11.957,11.572,49.871,49.383,48.699,-0.018,-0.033,2.07百萬
0,00166.HK,新時代能源,1998/10/13,0.03,0.032,0.038,0.051,0.064,31.005,33.069,35.129,-0.002,-0.002,1.03百萬
0,00167.HK,萬威國際,-,-,-,-,-,-,-,-,-,-,-,14.20萬
0,00168.HK,青島啤酒股,1993/07/15,54.4,55.215,48.93,45.23,47.452,54.178,57.046,58.84,0.721,1.554,1.53百萬
0,00169.HK,萬達酒店發,2002/06/04,260.0,0.266,0.275,0.309,0.402,42.779,43.433,43.454,-0.002,-0.003,4.00千
0,00171.HK,銀建國際,-,970.0,0.966,1.029,1.073,1.222,42.029,40.986,41.043,-0.01,-0.017,1.46百萬
0,00172.HK,金榜集團,-,80.0,0.079,0.093,0.096,0.12,45.857,42.942,42.155,-0.001,-0.003,0.00
0,00173.HK,嘉華國際,1987/02/06,3.33,3.394,3.394,3.54,3.966,47.077,47.383,47.401,-0.013,-0.014,1.33百萬
0,00174.HK,盛洋投資,1988/10/05,0.51,0.515,0.522,0.56,0.817,48.355,48.447,48.254,-0.003,-0.003,18.00萬
0,00175.HK,吉利汽車,1973/02/23,11.82,11.868,11.87,12.558,13.183,48.68,48.628,48.452,-0.023,-0.056,3.56千萬
0,00176.HK,先機企業集,-,-,-,-,-,-,-,-,-,-,-,1.02百萬
0,00177.HK,江蘇寧滬高,1997/06/27,9.3,9.265,9.011,9.168,10.012,53.88,54.005,53.546,0.044,0.059,6.68百萬
0,00178.HK,莎莎國際,1997/06/13,1.34,1.329,1.3,1.357,1.68,54.316,53.292,52.127,0.013,0.009,4.89百萬
0,00179.HK,德昌電機控,1984/07/11,14.2,14.544,13.208,14.746,15.21,52.806,54.214,53.727,0.335,0.424,27.20萬
0,00180.HK,開達集團,1985/05/24,620.0,0.575,0.634,0.722,0.851,56.058,52.942,50.408,0.004,-0.008,0.00
0,00181.HK,閩港控股,1973/02/22,198.0,0.2,0.175,0.17,0.228,55.633,57.098,57.109,0.003,0.005,0.00
0,00182.HK,協合新能源,1991/11/27,0.33,0.306,0.306,0.316,0.353,69.736,65.426,61.318,0.003,0.002,1.67千萬
0,00183.HK,宏輝集團,-,-,-,-,-,-,-,-,-,-,-,20.80萬
0,00184.HK,激成投資,1973/02/24,290.0,3.383,2.934,3.587,4.296,54.208,54.681,53.7,0.075,0.097,0.00
0,00185.HK,正商實業,1972/12/20,330.0,0.339,0.336,0.342,0.34,37.29,41.124,44.462,-0.004,-0.002,1.19千萬
0,00186.HK,敏捷控股,1987/07/09,380.0,0.398,0.692,0.797,1.137,31.748,31.943,33.812,-0.098,-0.074,6.00萬
0,00187.HK,京城機電股,1993/08/06,310.0,1.339,1.349,1.379,1.414,47.085,47.725,47.987,-0.005,-0.004,0.00
0,00188.HK,新華匯富金,2000/09/15,47.0,0.047,0.05,0.05,0.053,36.7,38.213,40.284,-0.001,-0.001,2.17百萬
0,00189.HK,東岳集團,2007/12/10,3.32,3.375,3.307,3.476,3.86,49.293,49.525,49.368,-0.002,0.002,2.73百萬
0,00190.HK,香港建設（,1987/05/29,5.06,5.093,5.43,5.8,5.714,44.88,43.756,43.271,-0.066,-0.106,4.00千
0,00191.HK,麗新國際,1987/12/03,7.98,8.206,9.111,9.112,10.126,32.998,35.582,38.063,-0.173,-0.272,1.40萬
0,00193.HK,冠中地產,1972/09/11,0.43,0.431,0.622,0.784,1.11,35.805,33.824,33.345,-0.027,-0.051,2.25萬
0,00194.HK,廖創興企業,1972/11/13,7.12,7.131,7.535,8.421,10.035,44.922,43.465,41.981,-0.055,-0.125,20.55萬
0,00195.HK,綠科科技國,2008/11/12,0.104,0.103,0.111,0.129,0.099,48.81,47.249,46.314,-0.002,-0.003,4.93百萬
0,00196.HK,宏華集團,2008/03/07,0.25,0.237,0.234,0.305,0.445,58.774,56.714,53.232,0.007,0.004,4.62百萬
0,00197.HK,亨泰,2001/12/03,101.0,0.103,0.117,0.136,0.175,40.653,40.137,39.511,-0.002,-0.004,35.00萬
0,00198.HK,星美控股,1973/02/07,340.0,2.44,2.449,2.907,3.528,42.175,43.119,42.851,-0.007,-0.023,0.00
0,00199.HK,德祥地產,1994/03/18,910.0,0.923,0.924,1.01,1.274,42.956,44.71,45.415,-0.005,-0.005,5.68萬
0,00200.HK,新濠國際發,-,16.24,16.692,14.458,14.979,17.625,54.312,56.09,56.191,0.395,0.594,2.45百萬
0,00201.HK,華大酒店,1972/11/17,105.0,0.104,0.124,0.142,0.163,39.961,39.011,38.848,-0.003,-0.005,11.20萬
0,00202.HK,潤中國際控,-,183.0,0.184,0.192,0.201,0.209,34.952,36.118,37.254,-0.003,-0.003,25.50萬
0,00204.HK,中國投資開,-,-,-,-,-,-,-,-,-,-,-,0.00
0,00205.HK,財訊傳媒,1993/01/05,0.12,0.133,0.202,0.26,0.324,24.85,28.159,31.626,-0.021,-0.025,2.03萬
0,00206.HK,華商國際海,2005/11/28,0.25,0.248,0.227,0.227,0.268,55.742,56.717,56.62,0.001,0.004,32.60萬
0,00207.HK,大悅城地產,1973/03/06,0.53,0.548,0.584,0.655,0.79,38.046,37.591,37.389,-0.013,-0.015,4.48百萬
0,00208.HK,保利達資產,1998/09/09,0.76,0.811,0.834,0.872,0.94,29.425,31.332,33.146,-0.015,-0.013,23.60萬
0,00209.HK,瀛晟科學,-,-,-,-,-,-,-,-,-,-,-,7.28百萬
0,00210.HK,達芙妮國際,-,-,-,-,-,-,-,-,-,-,-,43.80萬
0,00211.HK,大凌集團,-,-,-,-,-,-,-,-,-,-,-,36.37萬
0,00212.HK,南洋集團,1954/09/15,0.9,42.37,44.923,47.583,51.961,48.26,45.788,43.503,-0.135,-0.506,0.00
0,00213.HK,樂聲電子,1985/02/04,1.05,1.065,1.067,1.093,1.14,45.045,45.709,46.208,-0.005,-0.005,22.00萬
0,00214.HK,匯漢控股,1986/01/06,950.0,0.918,0.997,1.127,1.343,55.061,51.22,48.029,0.004,-0.011,7.88千
0,00215.HK,和記電訊香,2009/05/08,1.24,1.257,1.302,1.356,1.47,43.389,43.555,43.863,-0.01,-0.015,2.02百萬
0,00216.HK,建業實業,1973/01/31,1.72,1.653,1.788,2.085,2.439,56.55,52.363,47.906,0.006,-0.021,11.60萬
0,00217.HK,中國誠通發,-,0.183,0.17,0.173,0.196,0.212,64.878,59.665,55.298,0.003,0.001,4.13百萬
0,00218.HK,申萬宏源香,-,0.84,0.837,0.889,1.004,1.148,49.997,47.861,45.879,-0.011,-0.019,44.00萬
0,00219.HK,順豪物業,1973/05/10,1.74,1.755,1.936,2.195,2.539,46.139,45.103,43.917,-0.018,-0.044,0.00
0,00220.HK,統一企業中,2007/12/17,880.0,7.898,7.906,7.973,8.292,45.73,47.064,48.373,-0.053,-0.037,4.13百萬
0,00221.HK,易易壹金融,2002/11/07,0.71,0.696,0.568,0.51,0.477,76.892,74.472,71.535,0.028,0.038,97.04萬
0,00222.HK,閩信集團,1982/06/28,2.65,2.586,2.908,3.338,4.485,49.891,47.12,44.86,-0.058,-0.098,4.00萬
0,00223.HK,易生活控股,2002/04/10,0.067,0.058,0.062,0.077,0.113,61.377,58.067,54.347,0.003,0.001,78.00萬
0,00224.HK,建生國際,-,200.0,1.182,1.422,1.585,1.763,41.103,39.415,39.157,-0.043,-0.072,0.00
0,00225.HK,博富臨置業,1972/12/19,11.8,11.806,13.294,14.596,16.707,33.373,30.437,28.787,-0.249,-0.42,0.00
