,股票代號,公司名稱,上市日期,股價,SMA 10,SMA 50,SMA 100,SMA 250,RSI 10,RSI 14,RSI 20,MACD 8/17,MACD 12/25,成交量
0,01472.HK,生興控股,-,-,-,-,-,-,-,-,-,-,-,1.56千萬
0,01475.HK,日清食品,2017/12/11,210.0,6.347,6.444,6.399,6.323,37.966,41.834,44.978,-0.07,-0.057,1.34百萬
0,01476.HK,恆投證券,2015/10/15,2.3,2.803,3.24,3.33,2.599,26.376,30.461,34.667,-0.211,-0.217,5.50萬
0,01478.HK,丘鈦科技,2014/12/02,10.3,10.145,9.68,10.274,9.799,56.353,55.298,53.982,0.012,0.061,7.69百萬
0,01480.HK,恩達集團控,-,-,-,-,-,-,-,-,-,-,-,6.40萬
0,01483.HK,譽宴集團,2013/12/10,380.0,1.374,1.554,1.736,1.942,45.247,43.59,42.657,-0.032,-0.052,6.00千
0,01486.HK,思城控股,2013/12/20,1.05,1.016,1.333,1.604,2.098,44.312,42.114,41.244,-0.069,-0.101,6.00千
0,01488.HK,百福控股,2011/06/27,800.0,0.782,0.94,1.011,1.096,48.306,46.836,45.769,-0.026,-0.046,0.00
0,01492.HK,中地乳業,2015/12/02,350.0,0.392,0.47,0.532,0.676,37.416,39.896,41.711,-0.021,-0.028,0.00
0,01495.HK,集一家居,2015/11/06,700.0,0.691,0.703,0.758,0.818,57.092,52.696,49.257,0.002,-0.002,58.60萬
0,01496.HK,亞積邦租賃,2016/04/08,201.0,0.202,0.172,0.182,0.263,53.8,56.821,57.2,0.002,0.006,9.20萬
0,01498.HK,培力控股,2015/07/08,0.64,0.647,0.705,0.777,1.248,43.044,42.264,41.999,-0.008,-0.016,10.90萬
0,01499.HK,歐科雲鏈,2015/09/02,0.182,0.179,0.196,0.213,0.212,50.528,47.459,45.166,-0.001,-0.004,1.37百萬
0,01500.HK,現恆建築,2015/04/16,0.11,0.116,0.132,0.148,0.219,38.619,40.133,41.024,-0.003,-0.004,3.00萬
0,01501.HK,康德萊醫械,-,-,-,-,-,-,-,-,-,-,-,10.34萬
0,01503.HK,招商局商業,-,-,-,-,-,-,-,-,-,-,-,1.08百萬
0,01508.HK,中國再保險,-,-,-,-,-,-,-,-,-,-,-,1.19千萬
0,01509.HK,和美醫療,2015/07/07,40.0,1.996,1.893,1.964,2.14,67.672,64.402,61.106,0.015,0.024,0.00
0,01513.HK,麗珠醫藥,2014/01/16,35.75,33.07,32.315,30.18,24.935,72.427,67.325,63.603,0.956,0.733,2.24百萬
0,01515.HK,華潤醫療,2013/11/29,4.55,4.582,4.137,4.1,4.646,57.841,57.263,56.31,0.139,0.15,5.11百萬
0,01518.HK,新世紀醫療,2017/01/18,1.44,1.468,1.526,1.813,3.4,43.369,43.743,43.332,-0.011,-0.019,0.00
0,01520.HK,華信金融投,2013/12/03,94.0,0.089,0.081,0.085,0.107,66.878,61.259,56.822,0.004,0.004,52.80萬
0,01521.HK,方達控股,2019/05/30,4.43,4.289,3.967,4.125,4.132,58.663,57.669,56.367,0.057,0.082,8.04百萬
0,01522.HK,京投交通科,2012/05/16,0.41,0.436,0.441,0.468,0.528,29.677,34.473,38.223,-0.007,-0.005,70.00萬
0,01523.HK,珩灣科技,2016/07/13,1.0,0.988,1.005,1.025,1.031,54.116,51.488,49.955,-0.001,-0.005,48.00萬
0,01525.HK,建橋教育,-,-,-,-,-,-,-,-,-,-,-,80.80萬
0,01526.HK,瑞慈醫療,2016/10/06,0.88,0.869,0.867,0.86,1.07,50.56,50.389,50.5,-0.005,-0.003,3.20萬
0,01527.HK,天潔環境,2015/10/12,450.0,1.38,1.854,2.239,3.225,48.386,44.831,43.116,-0.033,-0.107,0.00
0,01528.HK,紅星美凱龍,2015/06/26,5.11,5.088,4.856,5.218,5.987,57.878,57.473,55.395,0.095,0.097,82.32萬
0,01529.HK,健升物流中,2017/10/18,0.193,0.187,0.204,0.235,0.248,53.891,50.795,48.401,0.001,-0.003,0.00
0,01530.HK,三生製藥,2015/06/11,10.42,9.984,8.993,9.14,11.184,63.208,61.749,59.983,0.198,0.282,1.72千萬
0,01532.HK,中國派對文,2015/10/16,148.0,0.134,0.177,0.172,0.278,53.531,49.202,47.36,-0.003,-0.009,0.00
0,01533.HK,莊園牧場,2015/10/15,6.15,5.955,5.559,5.698,5.88,75.387,69.889,64.238,0.111,0.135,17.55萬
0,01536.HK,煜榮集團,2017/01/11,375.0,0.367,0.303,0.283,0.311,68.262,67.881,67.114,0.016,0.021,0.00
0,01538.HK,中奧到家,2015/11/25,1.16,0.895,0.628,0.611,0.641,80.021,79.58,77.65,0.161,0.143,3.20千萬
0,01539.HK,匯能集團,2015/03/24,0.3,0.255,0.304,0.4,0.761,61.811,56.521,51.777,0.006,-0.006,2.00千
0,01540.HK,澳獅環球,2018/10/08,0.38,0.396,0.465,0.549,0.686,40.086,39.624,39.426,-0.011,-0.02,1.04萬
0,01542.HK,台州水務,-,-,-,-,-,-,-,-,-,-,-,1.10萬
0,01543.HK,中盈盛達融,2015/12/23,480.0,1.46,1.489,1.522,1.528,52.488,51.213,50.132,0.003,-0.002,0.00
0,01545.HK,設計都會,2019/04/25,81.0,0.081,0.088,0.101,0.118,45.095,43.377,42.627,-0.002,-0.001,4.00萬
0,01546.HK,德萊建業,2015/10/09,250.0,0.248,0.266,0.335,0.45,48.409,47.044,45.329,-0.002,-0.005,4.00萬
0,01547.HK,IBI G,2016/10/14,249.0,0.259,0.285,0.328,0.383,33.759,36.354,37.965,-0.008,-0.01,0.00
0,01548.HK,金斯瑞生物,2015/12/30,16.34,17.314,15.11,15.519,16.985,46.363,49.284,51.311,-0.09,0.298,9.05百萬
0,01549.HK,永豐集團控,2016/07/06,0.08,0.08,0.087,0.096,0.116,50.959,49.576,48.162,0.001,-0.001,97.60萬
0,01551.HK,廣州農商銀,2017/06/20,500.0,3.483,3.545,3.601,4.252,50.081,49.599,49.121,-0.016,-0.013,2.20萬
0,01552.HK,BHCC ,2017/09/12,0.125,0.11,0.16,0.186,0.254,48.99,44.197,41.973,-0.008,-0.014,5.00千
0,01553.HK,邁科管業,-,-,-,-,-,-,-,-,-,-,-,2.93百萬
0,01555.HK,ＭＩ能源,2010/12/14,65.0,0.07,0.1,0.116,0.15,24.939,27.556,30.466,-0.009,-0.01,0.00
0,01556.HK,建業建榮,-,-,-,-,-,-,-,-,-,-,-,13.00萬
0,01557.HK,劍虹集團控,2016/03/18,0.91,0.967,1.175,1.315,1.594,36.369,37.373,38.742,-0.058,-0.071,7.60萬
0,01558.HK,東陽光藥,2015/12/29,13.74,14.336,15.348,18.225,19.32,42.217,42.22,41.485,-0.134,-0.272,4.34百萬
0,01559.HK,均安控股,2015/03/27,0.1,0.133,0.199,0.296,0.433,19.983,23.623,26.459,-0.021,-0.025,2.55百萬
0,01560.HK,星星地產,2016/07/13,0.42,0.442,0.441,0.55,0.586,38.564,41.376,42.594,-0.005,-0.006,1.20萬
0,01561.HK,聯洋智能控,2015/12/01,2.58,2.854,3.355,3.332,3.56,31.032,31.874,33.738,-0.23,-0.226,1.05百萬
0,01563.HK,友聯租賃,2019/03/15,130.0,1.14,1.191,1.227,1.198,36.77,37.52,38.878,-0.012,-0.016,2.55百萬
0,01565.HK,成實外教育,2016/01/15,2.25,1.868,1.67,1.707,2.067,78.771,74.952,70.797,0.116,0.101,2.02千萬
0,01566.HK,華夏文化科,2015/03/12,2.39,2.556,2.704,2.444,2.201,33.136,37.251,40.903,-0.042,-0.045,1.31百萬
0,01568.HK,承達集團,2015/12/29,3.15,3.226,3.429,3.555,3.745,25.108,30.307,34.178,-0.041,-0.063,6.00千
0,01569.HK,民生教育,2017/03/22,1.17,1.203,1.179,1.202,1.314,41.69,44.178,46.38,-0.024,-0.012,1.12千萬
0,01570.HK,偉業控股,2016/04/06,4.18,4.095,5.093,5.17,4.11,42.961,38.323,36.787,-0.116,-0.226,1.00千
0,01571.HK,信邦控股,2017/06/28,540.0,1.494,1.431,1.561,1.642,65.108,61.395,57.309,0.037,0.03,6.10萬
0,01572.HK,中國藝術金,2016/11/08,0.163,0.15,0.149,0.178,0.577,60.566,57.823,54.548,0.005,0.003,29.20萬
0,01573.HK,南方能源,2016/07/13,680.0,0.671,0.793,0.943,5.163,40.72,40.451,40.852,-0.026,-0.04,0.00
0,01575.HK,慕容控股,2017/01/12,0.15,0.12,0.087,0.111,0.262,80.509,78.091,73.469,0.016,0.015,2.45百萬
0,01576.HK,齊魯高速,2018/07/19,1.59,1.729,1.673,1.69,1.773,32.657,37.234,41.106,-0.01,0.003,65.70萬
0,01577.HK,匯鑫小貸,2016/09/30,1.28,1.34,1.385,1.38,1.522,43.016,44.637,45.982,-0.032,-0.031,2.40萬
0,01578.HK,天津銀行,2016/03/30,3.02,3.126,3.243,3.293,3.956,39.645,41.577,42.993,-0.049,-0.046,4.50千
0,01579.HK,頤海國際,2016/07/13,68.65,70.19,64.987,58.153,51.488,48.429,51.476,53.929,0.133,1.006,2.18百萬
0,01580.HK,大森控股,2016/12/19,390.0,0.395,0.412,0.458,0.489,44.978,44.744,44.256,-0.002,-0.005,55.00萬
0,01581.HK,進昇集團控,2016/12/08,0.125,0.154,0.16,0.174,0.244,33.29,36.382,39.224,-0.009,-0.008,26.50萬
0,01582.HK,華營建築,-,-,-,-,-,-,-,-,-,-,-,2.50千
0,01583.HK,親親食品,2016/07/08,400.0,2.387,2.351,2.401,2.366,52.301,52.17,51.541,0.03,0.026,7.30千
0,01585.HK,雅迪控股,2016/05/19,5.52,4.643,3.491,2.803,2.228,89.867,86.813,83.981,0.399,0.443,5.98百萬
0,01586.HK,中國力鴻,2016/07/12,200.0,1.235,1.248,1.269,1.359,47.408,47.64,47.851,-0.014,-0.012,0.00
0,01587.HK,欣融國際,2018/06/27,0.43,0.411,0.446,0.464,0.48,55.454,51.634,48.611,0.001,-0.005,15.20萬
0,01588.HK,暢捷通,2014/06/26,9.03,9.205,9.265,9.284,8.657,45.36,46.563,47.596,-0.094,-0.056,17.10萬
0,01589.HK,中國物流資,2016/07/15,3.24,3.04,2.895,2.939,3.003,82.975,79.031,73.887,0.059,0.058,7.73百萬
0,01591.HK,汛和集團,2016/09/28,0.017,0.02,0.023,0.028,0.043,15.872,23.873,30.474,-0.001,-0.001,1.20百萬
0,01592.HK,基石控股,2018/07/04,0.295,0.295,0.367,0.358,0.305,33.109,33.199,35.517,-0.018,-0.023,18.50萬
0,01593.HK,辰林教育,-,-,-,-,-,-,-,-,-,-,-,59.40萬
0,01596.HK,翼辰實業,2016/12/21,3.99,4.0,4.012,4.124,3.832,44.425,46.162,46.991,-0.013,-0.01,38.50萬
0,01598.HK,２１世紀教,2018/05/29,650.0,0.63,0.629,0.683,0.759,60.12,56.589,53.332,0.003,0.001,3.12百萬
0,01599.HK,城建設計,2014/07/08,1.93,1.935,2.022,2.112,2.21,46.383,45.613,45.501,-0.027,-0.036,1.01百萬
0,01600.HK,天倫燃氣,2010/11/10,5.62,5.735,5.622,5.962,7.05,46.162,47.768,48.212,0.005,0.014,99.20萬
0,01601.HK,中關村科技,-,-,-,-,-,-,-,-,-,-,-,2.57百萬
0,01606.HK,國銀租賃,2016/07/11,0.99,1.009,1.066,1.148,1.392,28.976,32.808,35.996,-0.015,-0.02,46.60萬
0,01608.HK,偉能集團,2016/11/24,4.29,3.956,3.266,2.76,2.61,84.841,81.909,79.01,0.202,0.244,4.39百萬
0,01609.HK,創建集團控,2016/10/17,0.0,2.259,2.797,3.751,3.815,26.053,27.055,28.825,-0.188,-0.225,0.00
0,01610.HK,中糧肉食,2016/11/01,2.34,2.293,2.315,2.122,2.35,58.373,55.245,53.601,0.016,0.002,2.14千萬
0,01611.HK,火幣科技,2016/11/21,3.16,3.264,3.122,3.367,3.853,51.56,51.54,50.499,0.053,0.044,35.40萬
0,01612.HK,永勝醫療,2016/07/13,0.71,0.694,0.766,0.706,0.651,49.884,48.593,48.55,-0.009,-0.015,1.70百萬
0,01613.HK,協同通信,2012/04/18,510.0,0.532,0.635,0.711,0.51,31.91,34.391,36.876,-0.022,-0.031,26.11萬
0,01615.HK,奧邦建築,2018/09/10,198.0,0.194,0.22,0.259,0.301,51.239,47.354,44.688,-0.001,-0.005,0.00
0,01616.HK,星宏傳媒,2012/07/12,780.0,0.821,0.889,1.05,1.192,24.234,28.994,31.72,-0.019,-0.026,2.77百萬
0,01617.HK,南方通信,2016/12/12,280.0,2.261,2.705,3.463,4.126,42.92,35.688,31.601,-0.028,-0.102,4.00千
0,01618.HK,中國中冶,2009/09/24,1.24,1.257,1.297,1.404,1.636,44.708,44.336,43.535,-0.004,-0.011,2.12千萬
0,01620.HK,加達控股,2018/06/28,0.203,0.196,0.201,0.191,0.218,55.035,52.543,51.48,-0.001,-0.002,17.00萬
0,01621.HK,域高國際控,2018/03/05,0.09,0.087,0.098,0.116,0.146,49.381,46.029,43.822,-0.001,-0.003,74.40萬
0,01622.HK,力高集團,2014/01/30,3.37,3.396,3.496,3.527,3.676,39.23,41.752,44.027,-0.027,-0.034,3.87百萬
0,01623.HK,海隆控股,2011/04/21,340.0,0.349,0.359,0.489,0.693,47.709,47.145,45.345,0.001,-0.003,2.10百萬
0,01626.HK,嘉耀控股,2014/06/27,300.0,1.435,1.597,1.666,1.742,35.419,38.267,40.504,-0.082,-0.083,0.00
0,01627.HK,安保工程控,2017/02/20,320.0,0.32,0.332,0.387,0.439,45.936,44.867,43.507,-0.002,-0.005,0.00
0,01628.HK,禹洲地產,2009/11/02,3.32,3.338,3.075,3.255,3.277,56.963,56.958,55.708,0.061,0.073,8.41百萬
0,01629.HK,冠均國際控,2016/11/25,2.67,2.91,3.823,4.845,5.477,28.11,29.406,31.031,-0.291,-0.353,5.20萬
0,01630.HK,建成控股,2017/06/16,61.0,0.059,0.069,0.081,0.112,45.933,41.867,40.001,-0.001,-0.002,11.40萬
0,01631.HK,REF H,2015/09/25,440.0,0.433,0.542,0.553,0.757,38.987,38.86,39.944,-0.015,-0.026,0.00
0,01632.HK,民商創科,2016/11/29,510.0,0.521,0.522,0.469,0.706,45.05,46.772,48.645,-0.004,-0.003,18.00萬
0,01633.HK,上諭集團,2016/11/11,158.0,0.157,0.187,0.214,0.245,41.937,41.772,42.523,-0.008,-0.01,0.00
0,01635.HK,大眾公用,2016/12/05,2.46,2.446,2.438,2.438,2.55,56.341,54.295,52.875,0.004,0.004,4.00千
0,01636.HK,中國金屬利,2014/02/21,0.5,2.76,2.865,2.955,3.254,5.869,8.58,11.546,-0.257,-0.164,5.49億
0,01637.HK,順興集團控,2017/01/03,0.29,0.29,0.317,0.36,0.421,48.372,46.204,44.241,-0.002,-0.006,3.40萬
0,01638.HK,佳兆業集團,2009/12/09,3.19,3.204,2.994,3.113,3.275,57.776,57.361,55.844,0.046,0.061,1.41千萬
0,01639.HK,安捷利實業,2004/08/18,0.95,0.934,0.958,1.121,1.152,50.278,49.176,47.958,-0.006,-0.011,27.00萬
0,01640.HK,瑞誠中國傳,-,-,-,-,-,-,-,-,-,-,-,52.20萬
0,01645.HK,海納智能,-,-,-,-,-,-,-,-,-,-,-,6.78百萬
0,01647.HK,雄岸科技,2017/03/30,0.236,0.238,0.241,0.281,0.439,46.699,47.025,46.914,-0.003,-0.003,71.00萬
0,01649.HK,內蒙古能建,2017/07/18,190.0,1.166,1.39,1.428,1.367,43.773,41.412,41.217,-0.034,-0.058,0.00
0,01649.HK,內蒙古能建,2017/07/18,190.0,1.166,1.39,1.428,1.367,43.773,41.412,41.217,-0.034,-0.058,0.00
0,01651.HK,津上機床中,2017/09/25,150.0,6.099,6.3,6.711,7.354,47.578,46.433,45.487,-0.032,-0.057,0.00
0,01652.HK,福森藥業,2018/07/11,3.4,3.376,3.388,3.974,4.37,52.273,50.454,48.122,0.004,-0.007,83.90萬
0,01653.HK,MOS H,2018/10/19,0.052,0.048,0.044,0.051,0.073,58.013,57.164,55.481,0.003,0.003,42.00萬
0,01655.HK,OKURA,2017/05/15,0.8,0.878,0.904,1.036,1.091,33.762,38.684,41.479,-0.005,-0.008,1.09百萬
0,01656.HK,億仕登控股,2017/01/12,1.09,1.126,1.126,1.213,1.237,49.38,49.537,49.132,0.03,0.016,0.00
0,01657.HK,樺欣控股,2017/03/21,5.49,5.902,6.755,6.886,7.024,29.602,30.977,33.073,-0.3,-0.35,2.00千
0,01658.HK,郵儲銀行,2016/09/28,4.6,4.78,4.675,4.816,4.858,37.984,42.065,44.733,-0.039,-0.005,1.94千萬
0,01659.HK,海天能源,-,-,-,-,-,-,-,-,-,-,-,0.00
0,01660.HK,兆邦基地產,2017/02/10,1.31,1.275,1.362,1.335,1.456,52.111,49.164,47.859,-0.032,-0.036,3.96百萬
0,01661.HK,智美體育,2013/07/11,0.108,0.117,0.137,0.139,0.203,30.439,33.718,37.517,-0.008,-0.008,42.30萬
0,01662.HK,義合控股,2015/12/18,460.0,1.487,1.637,1.769,1.874,38.952,38.948,39.274,-0.029,-0.045,0.00
0,01663.HK,漢港控股,-,-,-,-,-,-,-,-,-,-,-,18.20萬
0,01665.HK,檳傑科達,2018/01/19,1.56,1.643,1.46,1.542,1.616,46.547,50.077,51.762,0.01,0.04,1.31百萬
0,01666.HK,同仁堂科技,2000/10/31,6.1,6.205,6.053,6.538,7.452,48.953,49.688,49.317,0.022,0.029,3.34百萬
0,01667.HK,進階發展,2017/04/07,0.109,0.119,0.127,0.15,0.203,30.887,35.569,38.718,-0.006,-0.005,63.00萬
0,01668.HK,華南城,2009/09/30,0.85,0.824,0.75,0.799,0.917,66.304,64.261,61.398,0.028,0.028,1.62千萬
0,01669.HK,環球信貸集,2014/12/12,0.57,0.552,0.594,0.617,0.736,50.805,49.484,48.689,-0.01,-0.013,2.00千
0,01671.HK,天保能源,2018/04/27,0.74,0.736,0.709,0.861,1.095,54.998,53.237,50.735,0.007,0.004,25.80萬
0,01672.HK,歌禮製藥－,2018/08/01,2.96,2.945,2.899,3.258,3.754,50.734,50.454,49.846,-0.008,-0.001,2.36百萬
0,01673.HK,華章科技,2013/05/16,500.0,2.709,2.697,2.769,3.219,31.315,35.613,40.229,-0.117,-0.078,0.00
0,01675.HK,亞信科技,2018/12/19,9.05,9.616,9.902,9.778,8.981,25.901,32.069,37.552,-0.179,-0.142,62.92萬
0,01676.HK,中國升海食,2017/07/18,0.65,0.536,0.71,1.018,1.475,57.963,53.004,48.86,-0.012,-0.044,14.20萬
0,01678.HK,中創環球,2013/12/20,0.045,0.046,0.052,0.06,0.072,46.181,45.526,44.766,-0.001,-0.002,36.80萬
0,01679.HK,瑞斯康集團,2017/06/09,690.0,0.69,0.698,0.906,0.813,44.33,44.957,44.828,-0.01,-0.013,5.42百萬
0,01680.HK,澳門勵駿,2013/07/05,1.04,1.042,0.967,0.965,0.984,54.409,55.357,55.526,0.017,0.024,66.80萬
0,01681.HK,康臣葯業,2013/12/19,3.39,3.417,3.718,3.758,4.261,41.199,40.705,41.18,-0.076,-0.1,26.40萬
0,01682.HK,杭品生活科,2010/10/05,220.0,0.217,0.248,0.315,0.588,47.8,46.75,45.732,-0.008,-0.003,8.00千
0,01683.HK,曠逸國際,2015/09/08,1.02,1.111,1.103,1.148,1.051,37.622,41.222,43.813,-0.005,0.001,3.60萬
0,01685.HK,博耳電力,2010/10/20,340.0,0.327,0.305,0.277,0.325,59.49,58.773,58.722,0.003,0.006,6.20萬
0,01686.HK,新意網集團,2000/03/17,5.46,5.189,5.227,5.089,5.516,63.723,60.198,57.487,0.073,0.038,4.66百萬
0,01689.HK,華禧控股,-,-,-,-,-,-,-,-,-,-,-,10.80萬
0,01690.HK,立基工程控,2018/02/12,57.0,0.058,0.065,0.075,0.132,43.303,42.846,42.863,-0.002,-0.002,5.00萬
0,01691.HK,ＪＳ環球生,-,-,-,-,-,-,-,-,-,-,-,1.27百萬
0,01692.HK,登輝控股,-,-,-,-,-,-,-,-,-,-,-,7.52百萬
0,01693.HK,璋利國際,2017/08/09,76.0,0.097,0.117,0.135,0.174,30.528,33.739,36.362,-0.01,-0.01,0.00
0,01695.HK,椰豐集團,-,-,-,-,-,-,-,-,-,-,-,0.00
0,01696.HK,復銳醫療科,2017/09/19,3.12,3.113,2.724,3.112,3.701,60.416,60.204,58.211,0.143,0.143,19.24萬
0,01697.HK,山東國信,2017/12/08,0.72,0.713,0.722,0.768,0.872,51.419,50.526,49.559,0.001,-0.001,4.86萬
0,01698.HK,博士蛙國際,2010/09/29,680.0,2.425,2.31,2.111,3.189,22.144,28.15,33.919,-0.147,-0.059,0.00
0,01699.HK,普甜食品,2012/07/13,0.216,0.218,0.243,0.261,0.289,45.825,44.329,43.383,-0.006,-0.008,0.00
0,01701.HK,途屹控股,-,-,-,-,-,-,-,-,-,-,-,8.52百萬
0,01702.HK,東光化工,2017/07/11,60.0,2.045,2.08,2.622,2.768,51.171,50.679,49.061,0.068,0.031,0.00
0,01703.HK,首灃控股,2019/02/15,0.305,0.313,0.329,0.316,0.318,41.614,43.202,45.011,-0.006,-0.006,3.50萬
0,01705.HK,賓仕國際,2018/03/14,0.365,0.383,0.385,0.468,0.611,37.206,39.983,41.163,-0.001,-0.003,4.00千
0,01706.HK,雙運控股,2017/11/15,80.0,0.079,0.085,0.113,0.165,48.315,45.307,42.845,-0.001,-0.002,0.00
0,01707.HK,致浩達控股,2017/10/12,395.0,0.395,0.399,0.393,0.411,48.922,48.651,48.915,-0.001,-0.001,56.80萬
0,01708.HK,三寶科技,2004/06/09,1.92,1.948,2.17,3.482,5.668,44.424,43.194,41.875,-0.036,-0.083,19.90萬
0,01709.HK,德林控股,2015/10/07,740.0,0.701,0.615,0.616,0.552,68.847,66.939,64.484,0.029,0.033,8.90百萬
0,01710.HK,致豐工業電,-,-,-,-,-,-,-,-,-,-,-,4.00萬
0,01711.HK,歐化,2018/01/29,0.08,0.085,0.1,0.131,0.2,38.343,38.789,38.939,-0.003,-0.005,5.00萬
0,01712.HK,龍資源,2018/11/05,700.0,1.751,1.768,1.931,1.661,42.062,44.652,46.079,-0.031,-0.026,0.00
0,01713.HK,四川能投發,2018/12/28,2.16,2.005,1.884,1.982,1.805,76.518,71.896,66.568,0.076,0.066,1.53百萬
0,01715.HK,米技國際控,2018/07/16,230.0,0.232,0.264,0.264,0.324,39.505,40.451,42.084,-0.007,-0.009,8.00萬
0,01716.HK,毛記葵涌,2018/03/28,520.0,0.514,0.519,0.589,0.801,53.134,51.653,49.77,0.006,0.001,8.00千
0,01717.HK,澳優,2009/10/08,16.6,15.9,14.739,12.999,12.35,61.421,60.156,59.699,0.101,0.263,1.05千萬
0,01718.HK,宏基集團控,2015/08/11,0.57,0.58,0.587,0.599,0.644,35.857,39.61,42.265,-0.001,-0.002,29.50萬
0,01719.HK,中國通商集,-,-,-,-,-,-,-,-,-,-,-,0.00
0,01720.HK,普天通信集,2017/11/09,0.8,1.131,1.28,1.458,1.883,29.396,31.84,34.402,-0.105,-0.092,3.38百萬
0,01721.HK,FSM H,2018/07/16,0.34,0.354,0.415,0.435,0.495,35.776,35.95,36.771,-0.017,-0.02,3.50萬
0,01722.HK,建鵬控股,2017/12/15,0.138,0.144,0.115,0.138,0.249,53.906,55.462,55.109,0.006,0.009,24.00萬
0,01723.HK,港亞控股,2018/09/27,3.45,3.489,3.495,3.576,4.3,48.36,48.501,48.544,-0.018,-0.016,48.20萬
0,01725.HK,恆達科技控,2018/08/16,1.49,1.389,1.351,1.633,1.476,71.965,64.164,57.146,0.03,0.017,15.50萬
0,01726.HK,HKE H,2018/04/18,0.199,0.193,0.227,0.306,0.399,50.458,46.633,43.007,-0.003,-0.009,18.00萬
0,01727.HK,河北建設,2017/12/15,7.43,6.988,5.697,5.222,5.394,76.618,74.534,72.526,0.266,0.387,1.11百萬
0,01728.HK,正通汽車,2010/12/10,1.18,1.149,1.138,1.561,2.204,54.481,52.899,49.868,0.035,0.015,1.74千萬
0,01729.HK,匯聚科技,2018/02/13,0.33,0.295,0.302,0.327,0.428,70.47,63.705,58.143,0.002,-0.002,1.50千萬
0,01730.HK,LHN,2017/12/29,0.5,0.519,0.596,0.636,0.777,42.42,41.398,40.756,-0.002,-0.017,2.60萬
0,01731.HK,其利工業集,2018/07/13,0.241,0.244,0.255,0.292,0.811,49.677,48.513,47.02,-0.002,-0.004,95.20萬
0,01732.HK,象興國際,2017/07/07,185.0,0.188,0.197,0.228,0.253,46.368,45.856,44.671,-0.002,-0.003,3.70百萬
0,01733.HK,易大宗,-,-,-,-,-,-,-,-,-,-,-,25.31萬
0,01735.HK,中環控股,2018/03/29,15.34,15.122,14.378,12.184,8.142,58.148,57.599,58.146,0.164,0.217,9.80萬
0,01736.HK,中國育兒網,2015/07/08,0.194,0.194,0.188,0.203,0.244,56.382,54.915,52.536,0.002,0.002,2.00千
0,01737.HK,亞洲實業集,2018/03/14,0.098,0.097,0.1,0.105,0.13,48.008,47.838,48.048,-0.003,-0.002,13.00萬
0,01738.HK,飛尚無煙煤,2014/01/22,0.0,1.0,1.005,1.041,1.058,46.339,46.675,46.673,-0.002,-0.001,5.00千
0,01739.HK,齊屹科技,-,-,-,-,-,-,-,-,-,-,-,62.95萬
0,01740.HK,新石文化,-,-,-,-,-,-,-,-,-,-,-,2.72百萬
0,01741.HK,日贏控股,2018/10/16,1.58,1.632,1.563,1.608,1.731,45.896,48.197,49.205,0.002,0.012,1.98百萬
0,01742.HK,HPC H,2018/05/11,78.0,0.076,0.078,0.101,0.157,59.377,54.696,49.757,0.002,0.001,32.00萬
0,01743.HK,蒼南儀錶,2019/01/04,55.8,57.005,54.147,48.721,29.007,46.993,49.445,52.114,-0.124,0.452,28.86萬
0,01745.HK,LVJI ,-,-,-,-,-,-,-,-,-,-,-,1.54千萬
0,01746.HK,萬順集團控,2018/07/11,365.0,0.345,0.371,0.404,0.394,57.997,54.207,51.155,0.004,-0.002,44.00萬
0,01747.HK,HOME ,-,-,-,-,-,-,-,-,-,-,-,3.20萬
0,01748.HK,信源企業集,2018/09/26,1.1,1.08,1.162,1.298,1.427,51.239,50.086,49.051,-0.012,-0.022,20.40萬
0,01749.HK,杉杉品牌,2018/06/27,0.7,0.699,0.776,0.85,1.011,47.46,46.022,45.094,-0.013,-0.022,4.00千
0,01750.HK,全達電器集,2018/05/11,0.08,0.078,0.085,0.1,0.167,49.874,47.66,46.446,-0.002,-0.003,24.00萬
0,01751.HK,景聯集團,2018/06/12,0.24,0.266,0.29,0.229,0.236,39.508,42.409,45.203,-0.01,-0.009,0.00
0,01752.HK,澳洲成峰高,2018/05/11,0.285,0.273,0.269,0.274,0.293,65.771,61.282,57.871,0.001,0.001,67.00萬
0,01753.HK,兌吧,2019/05/07,4.18,3.719,2.548,2.969,3.885,73.847,72.257,69.235,0.365,0.413,2.72千萬
0,01755.HK,新城悅服務,2018/11/06,19.8,19.77,18.858,16.957,12.011,50.854,51.901,53.192,-0.031,0.176,83.80萬
0,01756.HK,華立大學集,-,-,-,-,-,-,-,-,-,-,-,1.57百萬
0,01757.HK,俊裕地基,2018/06/07,0.158,0.152,0.172,0.174,0.197,48.858,47.682,47.329,-0.004,-0.006,3.00萬
0,01758.HK,博駿教育,2018/07/31,770.0,0.731,0.485,0.47,0.629,88.753,85.276,80.737,0.076,0.087,57.40萬
0,01759.HK,中油潔能控,-,-,-,-,-,-,-,-,-,-,-,0.00
0,01760.HK,英恆科技,-,-,-,-,-,-,-,-,-,-,-,2.90萬
0,01761.HK,寶寶樹集團,2018/11/27,1.38,1.428,1.136,1.258,2.016,53.97,57.589,58.693,0.036,0.074,48.80萬
0,01762.HK,萬咖壹聯,2018/12/21,0.98,0.616,0.605,1.159,1.822,84.501,78.491,69.265,0.052,0.016,1.19億
